Number,Id,Label,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
1124,Richard Fisk,Richard Fisk,3,0.481659,0.524614,0,0.230677
1141,Ron Takimoto,Ron Takimoto,3,0.481659,0.524614,0,0.230677
1145,Rotwrap,Rotwrap,3,0.481659,0.524614,0,0.230677
1148,Rudolf Kranz,Rudolf Kranz,3,0.481659,0.524614,0,0.230677
1167,Sathan,Sathan,3,0.481659,0.524614,0,0.230677
1184,Scylla,Scylla,3,0.481659,0.524614,0,0.230677
1219,Silvermane,Silvermane,3,0.481659,0.524614,0,0.230677
1220,Simon Mycroft,Simon Mycroft,3,0.481659,0.524614,0,0.230677
1221,Simon Valk,Simon Valk,3,0.481659,0.524614,0,0.230677
1252,Sorrowful Maiden,Sorrowful Maiden,3,0.481659,0.524614,0,0.230677
1254,Space Phantom,Space Phantom,3,0.481659,0.524614,0,0.230677
1279,Steel Collar,Steel Collar,3,0.481659,0.524614,0,0.230677
1296,Superior Octopus,Superior Octopus,3,0.481659,0.524614,0,0.230677
1306,Tactical Force,Tactical Force,3,0.481659,0.524614,0,0.230677
1317,Technospike,Technospike,3,0.481659,0.524614,0,0.230677
1328,The Confessor,The Confessor,3,0.481659,0.524614,0,0.230677
1330,The Ghast,The Ghast,3,0.481659,0.524614,0,0.230677
1331,The Ghoul,The Ghoul,3,0.481659,0.524614,0,0.230677
1333,The Hound,The Hound,3,0.481659,0.524614,0,0.230677
1377,Troy,Troy,3,0.481659,0.524614,0,0.230677
1394,Urgoth Krall,Urgoth Krall,3,0.481659,0.524614,0,0.230677
1412,Venomm,Venomm,3,0.481659,0.524614,0,0.230677
1422,Vincente Fortunato,Vincente Fortunato,3,0.481659,0.524614,0,0.230677
1425,Violence,Violence,3,0.481659,0.524614,0,0.230677
1428,Vladimir Korda,Vladimir Korda,3,0.481659,0.524614,0,0.230677
1444,Warlord,Warlord,3,0.481659,0.524614,0,0.230677
1454,Werner von Strucker,Werner von Strucker,3,0.481659,0.524614,0,0.230677
1455,Whale,Whale,3,0.481659,0.524614,0,0.230677
1464,Wildpride,Wildpride,3,0.481659,0.524614,0,0.230677
1467,William Darvin,William Darvin,3,0.481659,0.524614,0,0.230677
1468,William Fields,William Fields,3,0.481659,0.524614,0,0.230677
1472,Wirehead,Wirehead,3,0.481659,0.524614,0,0.230677
1478,Wolfen,Wolfen,3,0.481659,0.524614,0,0.230677
1492,Xao,Xao,3,0.481659,0.524614,0,0.230677
1496,Yellowclaw,Yellowclaw,3,0.481659,0.524614,0,0.230677
1499,Yith,Yith,3,0.481659,0.524614,0,0.230677
56,Alan Wilson,Alan Wilson,3,0.481659,0.512693,0,0.154413
91,Anton Pierce,Anton Pierce,3,0.481659,0.512693,0,0.154413
124,Azazel,Azazel,3,0.481659,0.512693,0,0.154413
158,Bianca LaNeige,Bianca LaNeige,3,0.481659,0.512693,0,0.154413
212,Briar Raleigh,Briar Raleigh,3,0.481659,0.512693,0,0.154413
263,Charles Grey,Charles Grey,3,0.481659,0.512693,0,0.154413
295,Commander Clinton,Commander Clinton,3,0.481659,0.512693,0,0.154413
298,Conrad Strathdee,Conrad Strathdee,3,0.481659,0.512693,0,0.154413
304,Cordelia Frost,Cordelia Frost,3,0.481659,0.512693,0,0.154413
305,Cornelius Shaw,Cornelius Shaw,3,0.481659,0.512693,0,0.154413
371,Diana Knight,Diana Knight,3,0.481659,0.512693,0,0.154413
384,Dog Logan,Dog Logan,3,0.481659,0.512693,0,0.154413
386,Donald Pierce,Donald Pierce,3,0.481659,0.512693,0,0.154413
413,Dr. Xanto Starblood,Dr. Xanto Starblood,3,0.481659,0.512693,0,0.154413
422,Duncan Munro,Duncan Munro,3,0.481659,0.512693,0,0.154413
430,Edward Buckman,Edward Buckman,3,0.481659,0.512693,0,0.154413
434,Eleanor Grey,Eleanor Grey,3,0.481659,0.512693,0,0.154413
437,Elias Bogan,Elias Bogan,3,0.481659,0.512693,0,0.154413
440,Elizabeth Shaw,Elizabeth Shaw,3,0.481659,0.512693,0,0.154413
447,Emma Steed,Emma Steed,3,0.481659,0.512693,0,0.154413
448,Emmanuel da Costa,Emmanuel da Costa,3,0.481659,0.512693,0,0.154413
460,Esau Shaw,Esau Shaw,3,0.481659,0.512693,0,0.154413
469,Ezekiel Stane,Ezekiel Stane,3,0.481659,0.512693,0,0.154413
507,Franz,Franz,3,0.481659,0.512693,0,0.154413
513,Friedrich von Roehm,Friedrich von Roehm,3,0.481659,0.512693,0,0.154413
542,Gerhard van Ostamgen,Gerhard van Ostamgen,3,0.481659,0.512693,0,0.154413
556,Gordon Philips,Gordon Philips,3,0.481659,0.512693,0,0.154413
586,Harry Leland,Harry Leland,3,0.481659,0.512693,0,0.154413
587,Harry Manners,Harry Manners,3,0.481659,0.512693,0,0.154413
634,Infestation,Infestation,3,0.481659,0.512693,0,0.154413
662,Jacob Shaw,Jacob Shaw,3,0.481659,0.512693,0,0.154413
663,Jacqueline Falsworth,Jacqueline Falsworth,3,0.481659,0.512693,0,0.154413
667,"James Braddock, Sr","James Braddock, Sr",3,0.481659,0.512693,0,0.154413
670,Jane Hampshire,Jane Hampshire,3,0.481659,0.512693,0,0.154413
672,Jason Wyngarde,Jason Wyngarde,3,0.481659,0.512693,0,0.154413
694,John Stuart,John Stuart,3,0.481659,0.512693,0,0.154413
696,John Wilkes,John Wilkes,3,0.481659,0.512693,0,0.154413
725,Kathryn Worthington,Kathryn Worthington,3,0.481659,0.512693,0,0.154413
730,Kenneth Krask,Kenneth Krask,3,0.481659,0.512693,0,0.154413
731,Kevin Krask,Kevin Krask,3,0.481659,0.512693,0,0.154413
733,Kid Blackheart,Kid Blackheart,3,0.481659,0.512693,0,0.154413
756,Lady Grey,Lady Grey,3,0.481659,0.512693,0,0.154413
778,Liu Wo-Han,Liu Wo-Han,3,0.481659,0.512693,0,0.154413
791,Lord Braddock,Lord Braddock,3,0.481659,0.512693,0,0.154413
799,Lourdes Chantel,Lourdes Chantel,3,0.481659,0.512693,0,0.154413
825,Madeline Pryor,Madeline Pryor,3,0.481659,0.512693,0,0.154413
842,Malkin Grey,Malkin Grey,3,0.481659,0.512693,0,0.154413
851,Mandame Mondo,Mandame Mondo,3,0.481659,0.512693,0,0.154413
861,Margali Szardos,Margali Szardos,3,0.481659,0.512693,0,0.154413
894,Mercedes,Mercedes,3,0.481659,0.512693,0,0.154413
923,Molyneux,Molyneux,3,0.481659,0.512693,0,0.154413
929,Montgomery Falsworth,Montgomery Falsworth,3,0.481659,0.512693,0,0.154413
942,Mountjoy,Mountjoy,3,0.481659,0.512693,0,0.154413
945,Mr. Shaw,Mr. Shaw,3,0.481659,0.512693,0,0.154413
947,Ms. Cabot,Ms. Cabot,3,0.481659,0.512693,0,0.154413
997,Oliver Ryland,Oliver Ryland,3,0.481659,0.512693,0,0.154413
1018,Paris Seville,Paris Seville,3,0.481659,0.512693,0,0.154413
1020,Patrick Clemens,Patrick Clemens,3,0.481659,0.512693,0,0.154413
1081,Quentin Templeton,Quentin Templeton,3,0.481659,0.512693,0,0.154413
1142,Ronald Parvenue,Ronald Parvenue,3,0.481659,0.512693,0,0.154413
1157,Salome,Salome,3,0.481659,0.512693,0,0.154413
1225,Sir Francis Dashwood,Sir Francis Dashwood,3,0.481659,0.512693,0,0.154413
1305,Szandor Shaw,Szandor Shaw,3,0.481659,0.512693,0,0.154413
1334,The Philistine,The Philistine,3,0.481659,0.512693,0,0.154413
1351,Tin Man,Tin Man,3,0.481659,0.512693,0,0.154413
1371,Trevor Fitzroy,Trevor Fitzroy,3,0.481659,0.512693,0,0.154413
1381,Turner,Turner,3,0.481659,0.512693,0,0.154413
1415,Veronica Southern,Veronica Southern,3,0.481659,0.512693,0,0.154413
1433,Wallace,Wallace,3,0.481659,0.512693,0,0.154413
1434,Wallace Worthington,Wallace Worthington,3,0.481659,0.512693,0,0.154413
1436,Waltham Pierce,Waltham Pierce,3,0.481659,0.512693,0,0.154413
1446,Warren Worthington Jr,Warren Worthington Jr,3,0.481659,0.512693,0,0.154413
1453,Wendigo,Wendigo,3,0.481659,0.512693,0,0.154413
1466,Wilhelmina Kensington,Wilhelmina Kensington,3,0.481659,0.512693,0,0.154413
1479,Wolfgang von Roehm,Wolfgang von Roehm,3,0.481659,0.512693,0,0.154413
300,Constrictor,Constrictor,3,0.481045,0.518653,0.00082,0.126924
431,Eel,Eel,3,0.481045,0.528366,0.000666,0.171768
96,Aqueduct,Aqueduct,3,0.478909,0.523731,0.000345,0.164576
704,Joystick,Joystick,3,0.478909,0.523731,0.000345,0.164576
1082,Quicksand,Quicksand,3,0.478909,0.523731,0.000345,0.164576
1090,Radioactive Man,Radioactive Man,3,0.478909,0.523731,0.000345,0.164576
1241,Slyde,Slyde,3,0.478909,0.523731,0.000345,0.164576
936,Morg,Morg,3,0.478605,0.512252,0.002456,0.110594
626,Hydro-Man,Hydro-Man,3,0.478454,0.513024,0.000392,0.117897
1107,Red She-Hulk,Red She-Hulk,3,0.477697,0.497461,0.000177,0.102757
975,Nighthawk,Nighthawk,3,0.476943,0.495806,0.00039,0.083931
1345,Thundra,Thundra,3,0.476792,0.496137,0.000497,0.068241
77,Andromeda,Andromeda,3,0.47619,0.49415,0,0.080265
98,Aragorn,Aragorn,3,0.47619,0.49415,0,0.080265
281,Clea,Clea,3,0.47619,0.49415,0,0.080265
284,Cloud,Cloud,3,0.47619,0.49415,0,0.080265
367,Devil Slayer,Devil Slayer,3,0.47619,0.49415,0,0.080265
528,Gargoyle,Gargoyle,3,0.47619,0.49415,0,0.080265
639,Interloper,Interloper,3,0.47619,0.49415,0,0.080265
856,Manslaughter,Manslaughter,3,0.47619,0.49415,0,0.080265
1164,Sassafras,Sassafras,3,0.47619,0.49415,0,0.080265
189,Blob,Blob,3,0.47589,0.496799,0.00008,0.094456
313,Crimson Commando,Crimson Commando,3,0.47589,0.496799,0.00008,0.094456
364,Destiny,Destiny,3,0.47589,0.496799,0.00008,0.094456
1416,Vertigo,Vertigo,3,0.475291,0.494371,0.000705,0.059074
65,Alpha,Alpha,3,0.474843,0.494923,0,0.090124
116,Astra,Astra,3,0.474843,0.494923,0,0.090124
138,Basilisk,Basilisk,3,0.474843,0.494923,0,0.090124
226,Burner,Burner,3,0.474843,0.494923,0,0.090124
282,Cleevus,Cleevus,3,0.474843,0.494923,0,0.090124
770,Lifter,Lifter,3,0.474843,0.494923,0,0.090124
874,Mastermind,Mastermind,3,0.474843,0.494923,0,0.090124
999,Omega Black,Omega Black,3,0.474843,0.494923,0,0.090124
1002,Omega White,Omega White,3,0.474843,0.494923,0,0.090124
1031,Phantazia,Phantazia,3,0.474843,0.494923,0,0.090124
1048,Post,Post,3,0.474843,0.494923,0,0.090124
1152,Sabre,Sabre,3,0.474843,0.494923,0,0.090124
1192,Shadow King,Shadow King,3,0.474843,0.494923,0,0.090124
1392,Unus,Unus,3,0.474843,0.494923,0,0.090124
1463,Wild Child,Wild Child,3,0.474395,0.507616,0.001543,0.094737
227,Bushmaster,Bushmaster,3,0.473503,0.512252,0.000404,0.122551
649,Ironclad,Ironclad,3,0.472761,0.510596,0.000259,0.120236
1405,Vapor,Vapor,3,0.472761,0.510596,0.000259,0.120236
1407,Vector,Vector,3,0.472761,0.510596,0.000259,0.120236
1491,X-Ray,X-Ray,3,0.472761,0.510596,0.000259,0.120236
566,Grey Gargoyle,Grey Gargoyle,3,0.472466,0.513466,0.000394,0.12923
1176,Scorcher,Scorcher,3,0.471139,0.516887,0.00072,0.130479
1268,Squid,Squid,3,0.471139,0.516887,0.00072,0.130479
1198,"Sharon Ventura (Ms. Marvel, She-Thing)","Sharon Ventura (Ms. Marvel, She-Thing)",3,0.470112,0.488521,0.000145,0.049895
1165,Satana Hellstrom,Satana Hellstrom,3,0.467782,0.5,0.001558,0.096475
824,Madcap,Madcap,3,0.46677,0.502318,0.001151,0.109983
303,Copycat,Copycat,3,0.466481,0.496799,0.000269,0.097626
157,Bi-Beast,Bi-Beast,3,0.466193,0.505629,0.000426,0.112352
888,Melter (Bruno Horgan),Melter (Bruno Horgan),3,0.466193,0.505629,0.000426,0.112352
1059,Princess Python,Princess Python,3,0.464615,0.507506,0.000301,0.122352
1069,Puff Adder,Puff Adder,3,0.464615,0.507506,0.000301,0.122352
740,King Cobra,King Cobra,3,0.464472,0.497682,0.000198,0.099122
1098,Rattler,Rattler,3,0.464472,0.497682,0.000198,0.099122
419,Drax the Destroyer,Drax the Destroyer,3,0.464187,0.485541,0.000834,0.079359
754,Lady Bullseye,Lady Bullseye,3,0.463902,0.496358,0.001324,0.082591
418,Dragonfly,Dragonfly,3,0.463759,0.505519,0.000171,0.119628
575,Gypsy Moth,Gypsy Moth,3,0.463759,0.505519,0.000171,0.119628
1038,Piledriver,Piledriver,3,0.463759,0.505519,0.000171,0.119628
1348,Tiger Shark,Tiger Shark,3,0.463759,0.505519,0.000171,0.119628
1257,Speed Demon,Speed Demon,3,0.46319,0.500221,0.000457,0.106185
826,Madison Jeffries,Madison Jeffries,3,0.460506,0.493709,0.000679,0.069661
1166,Satannish,Satannish,3,0.458827,0.496578,0.001093,0.102185
1233,Skurge,Skurge,3,0.456607,0.494592,0.001459,0.102773
231,Cadaver,Cadaver,3,0.456193,0.474614,0,0.056351
983,Nomad (Jack Monroe),Nomad (Jack Monroe),3,0.456193,0.474614,0,0.056351
1190,Sepulchre,Sepulchre,3,0.456193,0.474614,0,0.056351
1237,Sleepwalker,Sleepwalker,3,0.456193,0.474614,0,0.056351
62,Alex Wilder,Alex Wilder,3,0.454682,0.489956,0,0.098175
71,Anachronism,Anachronism,3,0.454682,0.489956,0,0.098175
135,Baron Heinrich Zemo,Baron Heinrich Zemo,3,0.454682,0.489956,0,0.098175
163,Bison,Bison,3,0.454682,0.489956,0,0.098175
172,Black Talon,Black Talon,3,0.454682,0.489956,0,0.098175
191,Bloodstone,Bloodstone,3,0.454682,0.489956,0,0.098175
215,Brothers Grimm,Brothers Grimm,3,0.454682,0.489956,0,0.098175
242,Cardinal,Cardinal,3,0.454682,0.489956,0,0.098175
245,Carrion,Carrion,3,0.454682,0.489956,0,0.098175
264,Chase Stein,Chase Stein,3,0.454682,0.489956,0,0.098175
287,Coat of Arms,Coat of Arms,3,0.454682,0.489956,0,0.098175
314,Crimson Cowl,Crimson Cowl,3,0.454682,0.489956,0,0.098175
317,Crossfire,Crossfire,3,0.454682,0.489956,0,0.098175
349,Death Locket,Death Locket,3,0.454682,0.489956,0,0.098175
368,Diablo,Diablo,3,0.454682,0.489956,0,0.098175
432,Egghead,Egghead,3,0.454682,0.489956,0,0.098175
465,Excavator,Excavator,3,0.454682,0.489956,0,0.098175
466,Executioner,Executioner,3,0.454682,0.489956,0,0.098175
487,Firebrand,Firebrand,3,0.454682,0.489956,0,0.098175
498,Flying Tiger,Flying Tiger,3,0.454682,0.489956,0,0.098175
526,Gargantua,Gargantua,3,0.454682,0.489956,0,0.098175
568,Griffin,Griffin,3,0.454682,0.489956,0,0.098175
631,Icemaster,Icemaster,3,0.454682,0.489956,0,0.098175
758,Lady Stilt-Man,Lady Stilt-Man,3,0.454682,0.489956,0,0.098175
761,Lascivous,Lascivous,3,0.454682,0.489956,0,0.098175
768,Letha,Letha,3,0.454682,0.489956,0,0.098175
787,Lodestone,Lodestone,3,0.454682,0.489956,0,0.098175
817,Machinesmith,Machinesmith,3,0.454682,0.489956,0,0.098175
820,Madame Masque,Madame Masque,3,0.454682,0.489956,0,0.098175
836,Mako,Mako,3,0.454682,0.489956,0,0.098175
847,Man-Ape,Man-Ape,3,0.454682,0.489956,0,0.098175
882,Max-Fury,Max-Fury,3,0.454682,0.489956,0,0.098175
889,Melter (Christopher Colchiss),Melter (Christopher Colchiss),3,0.454682,0.489956,0,0.098175
911,Miss Coriander,Miss Coriander,3,0.454682,0.489956,0,0.098175
993,Oddball,Oddball,3,0.454682,0.489956,0,0.098175
1039,Pink Pearl,Pink Pearl,3,0.454682,0.489956,0,0.098175
1047,Porcupine,Porcupine,3,0.454682,0.489956,0,0.098175
1049,Powderkeg,Powderkeg,3,0.454682,0.489956,0,0.098175
1089,Radioactive Kid,Radioactive Kid,3,0.454682,0.489956,0,0.098175
1130,Ringer,Ringer,3,0.454682,0.489956,0,0.098175
1183,Screaming Mimi,Screaming Mimi,3,0.454682,0.489956,0,0.098175
1199,Shatterfist,Shatterfist,3,0.454682,0.489956,0,0.098175
1206,Shockwave,Shockwave,3,0.454682,0.489956,0,0.098175
1292,Sunstroke,Sunstroke,3,0.454682,0.489956,0,0.098175
1294,Supercharger,Supercharger,3,0.454682,0.489956,0,0.098175
1352,Tinkerer,Tinkerer,3,0.454682,0.489956,0,0.098175
1387,Ultron,Ultron,3,0.454682,0.489956,0,0.098175
1410,Vengeance,Vengeance,3,0.454682,0.489956,0,0.098175
1498,Yellowjacket (Rita DeMara),Yellowjacket (Rita DeMara),3,0.454682,0.489956,0,0.098175
54,Ajax,Ajax,3,0.453317,0.481788,0,0.054891
211,Brent Jackson,Brent Jackson,3,0.453317,0.481788,0,0.054891
228,Butler,Butler,3,0.453317,0.481788,0,0.054891
243,Carla,Carla,3,0.453317,0.481788,0,0.054891
341,David Andrews,David Andrews,3,0.453317,0.481788,0,0.054891
391,Dr. Abraham Cornelius,Dr. Abraham Cornelius,3,0.453317,0.481788,0,0.054891
392,Dr. Adam Harkins,Dr. Adam Harkins,3,0.453317,0.481788,0,0.054891
393,Dr. Alba,Dr. Alba,3,0.453317,0.481788,0,0.054891
395,Dr. Carol Hines,Dr. Carol Hines,3,0.453317,0.481788,0,0.054891
397,Dr. Dale Rice,Dr. Dale Rice,3,0.453317,0.481788,0,0.054891
399,Dr. Emrys Killebrew,Dr. Emrys Killebrew,3,0.453317,0.481788,0,0.054891
404,Dr. Martin Sutter,Dr. Martin Sutter,3,0.453317,0.481788,0,0.054891
406,Dr. Rich Duncan,Dr. Rich Duncan,3,0.453317,0.481788,0,0.054891
407,Dr. Robert Windsor,Dr. Robert Windsor,3,0.453317,0.481788,0,0.054891
409,Dr. Sarah Kinney,Dr. Sarah Kinney,3,0.453317,0.481788,0,0.054891
412,Dr. Vapor,Dr. Vapor,3,0.453317,0.481788,0,0.054891
414,Dr. Zander Rice,Dr. Zander Rice,3,0.453317,0.481788,0,0.054891
415,Dr. Zanna Zira,Dr. Zanna Zira,3,0.453317,0.481788,0,0.054891
451,Endo,Endo,3,0.453317,0.481788,0,0.054891
476,Fantomelle,Fantomelle,3,0.453317,0.481788,0,0.054891
505,Franklin Edwards,Franklin Edwards,3,0.453317,0.481788,0,0.054891
660,Jack-in-the-Box,Jack-in-the-Box,3,0.453317,0.481788,0,0.054891
691,John,John,3,0.453317,0.481788,0,0.054891
693,John Merchant,John Merchant,3,0.453317,0.481788,0,0.054891
695,John Sublime,John Sublime,3,0.453317,0.481788,0,0.054891
697,"John Wraith (Wraith, Kestrel)","John Wraith (Wraith, Kestrel)",3,0.453317,0.481788,0,0.054891
708,Junk,Junk,3,0.453317,0.481788,0,0.054891
718,Kane,Kane,3,0.453317,0.481788,0,0.054891
739,Kimura,Kimura,3,0.453317,0.481788,0,0.054891
832,Major Arthur Barrington,Major Arthur Barrington,3,0.453317,0.481788,0,0.054891
839,Malcolm Colcord,Malcolm Colcord,3,0.453317,0.481788,0,0.054891
875,Mastodon,Mastodon,3,0.453317,0.481788,0,0.054891
880,Mauvais,Mauvais,3,0.453317,0.481788,0,0.054891
881,Maverick,Maverick,3,0.453317,0.481788,0,0.054891
944,Mr. Murray,Mr. Murray,3,0.453317,0.481788,0,0.054891
946,Mr. Willoughby,Mr. Willoughby,3,0.453317,0.481788,0,0.054891
959,Native,Native,3,0.453317,0.481788,0,0.054891
965,Neuro,Neuro,3,0.453317,0.481788,0,0.054891
996,Ogun,Ogun,3,0.453317,0.481788,0,0.054891
1062,Professor Thornton,Professor Thornton,3,0.453317,0.481788,0,0.054891
1100,Reaper,Reaper,3,0.453317,0.481788,0,0.054891
1140,Romulus,Romulus,3,0.453317,0.481788,0,0.054891
1150,S.H.I.V.A.,S.H.I.V.A.,3,0.453317,0.481788,0,0.054891
1207,Shogun,Shogun,3,0.453317,0.481788,0,0.054891
1230,Skel,Skel,3,0.453317,0.481788,0,0.054891
1236,Slayback,Slayback,3,0.453317,0.481788,0,0.054891
1240,Sluggo,Sluggo,3,0.453317,0.481788,0,0.054891
1329,The Director,The Director,3,0.453317,0.481788,0,0.054891
1335,The Professor,The Professor,3,0.453317,0.481788,0,0.054891
1356,Todd Ziller,Todd Ziller,3,0.453317,0.481788,0,0.054891
1385,Ultimaton,Ultimaton,3,0.453317,0.481788,0,0.054891
1449,Washout,Washout,3,0.453317,0.481788,0,0.054891
1465,Wildside,Wildside,3,0.453317,0.481788,0,0.054891
1470,William Stryker,William Stryker,3,0.453317,0.481788,0,0.054891
1484,Worm,Worm,3,0.453317,0.481788,0,0.054891
1509,Zona Cluster-6,Zona Cluster-6,3,0.453317,0.481788,0,0.054891
1235,Slapstick,Slapstick,3,0.451825,0.477042,0.000371,0.04588
55,Ajaxis,Ajaxis,3,0.45142,0.483554,0,0.089779
67,Amazon,Amazon,3,0.45142,0.483554,0,0.089779
177,Blackheath,Blackheath,3,0.45142,0.483554,0,0.089779
178,Blacklash,Blacklash,3,0.45142,0.483554,0,0.089779
188,Blizzard,Blizzard,3,0.45142,0.483554,0,0.089779
192,Bloodstrike,Bloodstrike,3,0.45142,0.483554,0,0.089779
224,Bullseye,Bullseye,3,0.45142,0.483554,0,0.089779
252,Centurius,Centurius,3,0.45142,0.483554,0,0.089779
260,Charcoal,Charcoal,3,0.45142,0.483554,0,0.089779
288,Cobalt Man,Cobalt Man,3,0.45142,0.483554,0,0.089779
306,Coronary,Coronary,3,0.45142,0.483554,0,0.089779
543,Ghost,Ghost,3,0.45142,0.483554,0,0.089779
565,Green Goblin,Green Goblin,3,0.45142,0.483554,0,0.089779
570,Grizzly,Grizzly,3,0.45142,0.483554,0,0.089779
583,Harrier,Harrier,3,0.45142,0.483554,0,0.089779
593,Headsman,Headsman,3,0.45142,0.483554,0,0.089779
682,Jester,Jester,3,0.45142,0.483554,0,0.089779
699,Jolt,Jolt,3,0.45142,0.483554,0,0.089779
745,Kobik,Kobik,3,0.45142,0.483554,0,0.089779
755,Lady Deathstrike,Lady Deathstrike,3,0.45142,0.483554,0,0.089779
813,Mach-IV,Mach-IV,3,0.45142,0.483554,0,0.089779
814,Mach-X,Mach-X,3,0.45142,0.483554,0,0.089779
917,Mister X,Mister X,3,0.45142,0.483554,0,0.089779
926,Mongoose,Mongoose,3,0.45142,0.483554,0,0.089779
1015,Ox,Ox,3,0.45142,0.483554,0,0.089779
1017,Paladin,Paladin,3,0.45142,0.483554,0,0.089779
1056,Pretty Persuasions,Pretty Persuasions,3,0.45142,0.483554,0,0.089779
1073,Punisher Photon,Punisher Photon,3,0.45142,0.483554,0,0.089779
1106,Red Ronin,Red Ronin,3,0.45142,0.483554,0,0.089779
1161,Santana,Santana,3,0.45142,0.483554,0,0.089779
1243,Smiling Tiger,Smiling Tiger,3,0.45142,0.483554,0,0.089779
1244,Smuggler,Smuggler,3,0.45142,0.483554,0,0.089779
1245,Snake Marston,Snake Marston,3,0.45142,0.483554,0,0.089779
1316,Tatterdemalion,Tatterdemalion,3,0.45142,0.483554,0,0.089779
1326,Texas Twister,Texas Twister,3,0.45142,0.483554,0,0.089779
1376,Troll,Troll,3,0.45142,0.483554,0,0.089779
1390,Unicorn,Unicorn,3,0.45142,0.483554,0,0.089779
1404,Vantage,Vantage,3,0.45142,0.483554,0,0.089779
1414,Vermin,Vermin,3,0.45142,0.483554,0,0.089779
1068,Puck,Puck,3,0.44847,0.473179,0.000381,0.073505
916,Mister Sinister,Mister Sinister,3,0.448071,0.471744,0.000108,0.055236
435,Electro,Electro,3,0.447673,0.475607,0.000388,0.046409
1263,Spiral,Spiral,3,0.445954,0.466667,0.000053,0.06771
350,Deathbird,Deathbird,3,0.444903,0.468433,0.000534,0.043248
436,Elektra,Elektra,3,0.444379,0.468874,0.000223,0.042049
94,Apocalypse (En Sabah Nur),Apocalypse (En Sabah Nur),3,0.443987,0.466777,0.001755,0.033479
989,Nova (Sam Alexander),Nova (Sam Alexander),3,0.443465,0.474062,0.002553,0.036742
95,Apocalypse Twins,Apocalypse Twins,3,0.442167,0.462141,0,0.030161
121,Autumn Rolfson,Autumn Rolfson,3,0.442167,0.462141,0,0.030161
347,Death (Sanjar Javeed),Death (Sanjar Javeed),3,0.442167,0.462141,0,0.030161
474,Famine (Jeb Lee),Famine (Jeb Lee),3,0.442167,0.462141,0,0.030161
475,Famine (Roderick Campbell),Famine (Roderick Campbell),3,0.442167,0.462141,0,0.030161
538,Genocide,Genocide,3,0.442167,0.462141,0,0.030161
1026,Pestilence (Ichisumi),Pestilence (Ichisumi),3,0.442167,0.462141,0,0.030161
1027,Pestilence (Phantom Bats of the Twelve Minds),Pestilence (Phantom Bats of the Twelve Minds),3,0.442167,0.462141,0,0.030161
1028,Pestilence (Plague),Pestilence (Plague),3,0.442167,0.462141,0,0.030161
1437,War (Abraham Kieros),War (Abraham Kieros),3,0.442167,0.462141,0,0.030161
1438,War (Decimus Furius),War (Decimus Furius),3,0.442167,0.462141,0,0.030161
1439,War (Gazer),War (Gazer),3,0.442167,0.462141,0,0.030161
788,Loki Laufeyson,Loki Laufeyson,3,0.440876,0.459713,0.000007,0.043377
1029,Pete Wisdom,Pete Wisdom,3,0.440362,0.465011,0.000044,0.086004
987,Nova (Frankie Raye),Nova (Frankie Raye),3,0.438953,0.461589,0.000164,0.041739
126,Azuma Goda,Azuma Goda,3,0.438826,0.462583,0,0.036639
127,Azumi Ozawa,Azumi Ozawa,3,0.438826,0.462583,0,0.036639
128,Bakuto,Bakuto,3,0.438826,0.462583,0,0.036639
168,Black Lotus,Black Lotus,3,0.438826,0.462583,0,0.036639
173,Black Tarantula,Black Tarantula,3,0.438826,0.462583,0,0.036639
266,Cherry Blossom,Cherry Blossom,3,0.438826,0.462583,0,0.036639
272,Chuck the Dwarf,Chuck the Dwarf,3,0.438826,0.462583,0,0.036639
293,Colleen Wing,Colleen Wing,3,0.438826,0.462583,0,0.036639
490,Fist,Fist,3,0.438826,0.462583,0,0.036639
606,Hiroshi,Hiroshi,3,0.438826,0.462583,0,0.036639
653,Izanagi,Izanagi,3,0.438826,0.462583,0,0.036639
700,Jonin,Jonin,3,0.438826,0.462583,0,0.036639
713,Kagenobu Yoshioka,Kagenobu Yoshioka,3,0.438826,0.462583,0,0.036639
741,Kingpin,Kingpin,3,0.438826,0.462583,0,0.036639
801,Lu Wei,Lu Wei,3,0.438826,0.462583,0,0.036639
837,Makoto,Makoto,3,0.438826,0.462583,0,0.036639
838,Makro,Makro,3,0.438826,0.462583,0,0.036639
852,Mandarin,Mandarin,3,0.438826,0.462583,0,0.036639
877,Matsu'o Tsurayaba,Matsu'o Tsurayaba,3,0.438826,0.462583,0,0.036639
1111,Reflex,Reflex,3,0.438826,0.462583,0,0.036639
1307,Takashi,Takashi,3,0.438826,0.462583,0,0.036639
1346,Tiberius Stone,Tiberius Stone,3,0.438826,0.462583,0,0.036639
1383,Typhoid Mary,Typhoid Mary,3,0.438826,0.462583,0,0.036639
1495,Yagyu Kojiro,Yagyu Kojiro,3,0.438826,0.462583,0,0.036639
1500,Yuki,Yuki,3,0.438826,0.462583,0,0.036639
1502,Yutaka,Yutaka,3,0.438826,0.462583,0,0.036639
9,Aegis,Aegis,3,0.438189,0.462693,0,0.033723
53,Aja,Aja,3,0.438189,0.462693,0,0.033723
199,Bolt,Bolt,3,0.438189,0.462693,0,0.033723
353,Debrii,Debrii,3,0.438189,0.462693,0,0.033723
